artistName,id,genres
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,"album rock, classic rock, hard rock, rock"
The Revivalists,5kuJibJcwOC53s3OkoGMRA,"indie folk, modern alternative rock, modern blues rock, modern rock, pop rock, rock, stomp and holler"
Highly Suspect,2pqd3HsfsvcBGtHvPOg6eg,"modern alternative rock, modern rock, post-grunge, rock"
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,"deep new americana, indie folk, modern folk rock, modern rock, new americana, stomp and holler"
Mammoth WVH,6WKdhhc03LqnixYI2ZzWzO,modern hard rock
The Raconteurs,4wo1267SJuUfHgasdlfNfc,"alternative rock, garage rock, garage rock revival, indie rock, modern alternative rock, modern blues rock, modern rock, rock, supergroup"
Chuck Sutton,472LbYT0htG8bFXNXpEgRN,future bass
Odette Place,3wiUmiRhLG7v4bXnPf0NN0,
Rigmoor,2UzXbdHQhM7KxlSmzPhm5Y,
Keira Barton,7MDW47TOvs2sC0FyHqSV3Y,
Celeste Soma,1b7j7QRse9XXdbZxK3wILz,
Ambient Renaissance,0QrVCAg5EvbIo1KfsKH25y,
Elodie Acy,2uIT3eIsFOjiwUoDJvNzbD,
Sal Lastra,3aJYpSuHbjZsn6oONgiBwa,
Caleb Huber,3gEu2oKuCuCY3HcbVLHlNW,
Ben Tankard,60nfj9O2pKtlqIPfxp3FEg,"gospel, smooth jazz"
Tancred,4rdoYKpVduYtHfKJgUnOkS,bubblegrunge
The Citizens of Halloween,164hs3x1Tsp3FgJWNHee1r,halloween
Spongebob Squarepants,3zCAmjKyHsG7kTGsls1cfj,"cartoon, children's music"
Disney Studio Chorus,0uxCcs6uoQy6StkrWS1QjW,"children's music, disney"
Y2K,6USMTwO0MNDnKte5a5h0xx,pop rap
Fukkit,2lumbRIs61wTw0biiIAUDI,"aesthetic rap, dark trap, meme rap, scream rap, underground hip hop, vapor trap"
OVC,5RDiodwA95rXt8x8HgvMZd,
Good Tiger,4vIQLq68LtKcCjdvhobTYl,"djent, progressive post-hardcore"
dj poolboi,3uL9a8QRwQ6J8Sc7NYK7oJ,
tip/toe,6LDti4NgKDtChodhvcsrUx,
LEGO®,3qnGvpP8Yth1AqSBMqON5x,modern blues
Engelwood,7rgCh0Go1ezmcV75kXQM2T,"chillhop, future funk, lo-fi beats"
Frank Turner,27M9shmwhIjRo7WntpT9Rp,"acoustic rock, folk punk"
Radical Face,5EM6xJN2QNk0cL7EEm9HR9,"chamber pop, indie folk, jacksonville indie, stomp and holler"
Austin Plaine,6AMV5iw09ZrX1h3o4x7uVN,"folk-pop, indiecoustica, stomp and holler"
BRADIO,4bykb0rz2eT2t2kzihCsne,"j-poprock, j-rock, otacore"
Lyn,4MVyzYMgTwdP7Z49wAZHx0,"album rock, blues rock, classic rock, country rock, hard rock, mellow gold, rock, southern rock"
アトラスサウンドチーム,4hFBhdNVZZuVk5FYThUwaN,
Adestria,4hbawOk8hcny3O9jtoNPq8,"melodic metalcore, metalcore, post-post-hardcore, post-screamo, screamo"
For All I Am,458vlrd9XjjCw93UGy1GIz,"metalcore, post-post-hardcore, post-screamo"
Bobby Darin,0EodhzA6yW1bIdD5B4tcmJ,"adult standards, brill building pop, easy listening, lounge, rock-and-roll, rockabilly, soul, swing, vocal jazz"
Capital Cities,4gwpcMTbLWtBUlOijbVpuu,metropopolis
Bonobo,0cmWgDlu9CwTgxPhf403hb,"downtempo, electronica, jazztronica, ninja, nu jazz, trip hop"
Cyrano Brussee,7tlxZyGtbGvlr4TPWLhJx6,
Emblemic X,4wHW2mQQfB57p5IEdhB4SI,background music
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"rap, slap house"
Kornell Aka Piermid,5eKTBm3LJVpt1i4X2VhAjQ,
Sad Night Dynamite,6ydvoGN30eRfE78bjTANF7,
binki,2jbd7OqeJJd1hz81vOXwwW,modern indie pop
Finn Foxell,1PK0iReBf7u59diWAXC3wR,uk alternative hip hop
seeyousoon,2QFne35yv8Kjaey8tbYiT1,indie hip hop
Young Saab,3koEtGT6SxcjRgwh6YwDx5,
Payday,6I7IZDntAGBmzkCANUmtV0,modern alternative pop
Emotional Oranges,12trz2INGglrKMzLmg0y2C,"alternative r&b, chill r&b"
AG Club,22KyrgRdE2K6aB5wtZls3c,"indie hip hop, underground hip hop"
Brevin Kim,7lU8Gtn7moZmPqqu4oPkEh,"boston hip hop, emo rap, sad rap"
PawPaw Rod,23KIrX6iPiVOkx60F4bjNq,indie r&b
aldrch,3WYrAQad51Rnd8BqODF4Em,
Kevin George,0UFKnbRkop5zKvIHhbnMCI,trap soul
Tom Odell,2txHhyCwHjUEpJjWrEyqyX,"chill pop, pop"
lentra,484bfoveqgHfx2VhNY4zzT,canadian hip hop
Araya,58dPXkn0hgEY1TY1utbG4a,
Kevin Holliday,30VidDqHTbEp8U7CBe1mX0,indie r&b
Terrell Hines,2jhjHaG1p2SMn6cDyhwhjQ,modern alternative pop
Isaia Huron,1hJx89kEIcAmlZzUWat9w6,"alternative r&b, chill pop, chill r&b, indie r&b"
GOLDSPACE,0lEmirHWEpNY1GtqLk7rLx,boston hip hop
Black Wing,4MVCvqO8AdbUX0S6DuPxqo,new england experimental
tropes,0XvXIfdZ2e5I66BFC4z0AV,glitchcore
Roderick Porter,7Lcln0AXqNHMahrca8KVpy,"aesthetic rap, emo rap, lo-fi rap, meme rap, sad lo-fi, sad rap"
Kamandi,4pSowxoZVdsKUyTkhU9ebC,"nz electronic, vapor twitch, wave"
Swan Lingo,3tATVVBQ7Xo8B3lNJVYc0x,
Pat Ron,2YKMSTH8Xu8HjszdZ2XE2v,
Portrayal of Guilt,1Uwe1MbiKnPHAFh3qMWuNp,"chaotic hardcore, dreamo, post-doom metal, sasscore"
Feed Me Jack,2eBmUbHKMQCAdD824cSiIL,math rock
Habe,2BugRvdm3aasWYT3VthewW,
The Virus and Antidote,5aI3MnYjh7mlPBwkK1lWvG,"dark trap, emo rap, phonk"
Lucy Fer,0BxHc5dN9BSfLZ8PCch9wT,
Green Piccolo,0Of8ndqAY23l2wV3sS6Zez,phonk
CASTLEBEAT,0k8UHfMqW86uvhmhHiYzj3,"bedroom pop, dreamo, indie garage rock, indie surf"
Avix,1vCWHaC5f2uS3yhpwWbIA6,"dance pop, edm, pop, pop dance"
Sung,7jFUYMpMUBDL4JQtMZ5ilc,"k-indie, k-pop, korean pop"
M.A.D.E.S,3GrokOnyG1LloekRSuNPPM,synthwave
Glowline,5O5Al4ErSslplYN5lH8tXs,
ALEX,2DspEsT7UXGKd2VaaedgG4,"latin, reggaeton, trap latino"
Droid Bishop,0HPVHsbV2yIYPp2Pk4kdHe,"chillsynth, spacewave, synthwave"
Narrow Head,4g6ODwOQYRZLsP89kEoBIu,"american shoegaze, dreamo, grungegaze, indie punk, nu gaze"
DJ BJ,5HTEkLdo3I6naMBTJfzxmv,
缺省,32g75UA59s48aBhDpSEtdO,"chinese indie, sinogaze"
DBMK,6EByikTHjqFtWxos3Iaqik,"modern alternative pop, tampa indie"
Kaleida,6zyPKJ4ePhYLsBEy4A6BVX,"electropop, metropopolis, vapor pop"
Fine-Sir-1584660650,1zZH7zzPGrGO44w6pJ12ZT,
Zheani,75xNYf2GU5wtQqBrd74SlY,"brisbane indie, dark trap"
Deep October,0nYshUSXrbGoxvSDo03JMc,emo rap
Dead Soft,6NayGIgExrNwxUk6MHnMPN,"indie punk, vancouver indie, vancouver punk"
Hector Vae,12bK2Zj2zkZiDV66Evso1I,
Cold World,2HMZQO2KPeEMJCGrmNWAMQ,"dreamo, hardcore, melodic hardcore, metallic hardcore, straight edge"
Modern Goat Rider: an Odd Fellows podcast,,
Lazy3x,02wrovsROEQpMXNTxk8uHI,
Next,2MGT7CYlixSPxAnnkhLpaA,"boy band, contemporary r&b, hip hop, hip pop, minneapolis sound, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
Too Many Zooz,72rZmJbRFSY6IFJAysfOdr,brass band
2 Pistols,7JBMlJmJpOk87BZTdbYSHD,"dirty south rap, pop rap, southern hip hop, trap"
Lil Pump,3wyVrVrFCkukjdVIdirGVY,"emo rap, miami hip hop, rap, trap, vapor trap"
Benny Benassi,4Ws2otunReOa6BbwxxpCt6,"dance pop, edm, electro house, pop dance"
Lucky Harmon,4KTD4g8ZPlkxCYuy3tbUfu,
Souvenirs,1lbQZa7avpwwaAR5rnWA3A,"anthem emo, dreamo"
Grandview,47cLWUKJPDvEjMrS2fQl6P,"alternative emo, anthem emo, midwest emo, new england emo"
One Last Wish,2GLSlUQiekyQqTe8OhsrIJ,"emo, emo punk, emocore, post-hardcore, screamo"
DEAD BLONDE,4k0dbhJImJWSJf9PsH7H3z,"russian alt pop, russian hip hop, russian rave"
vowl.,5Q0sv5SeMZln6szEW49dHL,"drift phonk, traprun, vapor twitch, wave"
TileKid,7HaSqpaqnOWSaqvezpdhX4,
Grailz Geni,,
Leo,3qnGvpP8Yth1AqSBMqON5x,modern blues
Spooki,5o6Zxe8cXBQcqnbDjfDDgb,
DAIHATSU,2hUo3MjLFilka6VRTC7K0c,
5admin,4hlDspeXlZGfwMUaWRFClN,drift phonk
ODYSSEY G21,0EMvwTSE6MTiq7JGo9uxCY,drift phonk
Hies,409aFAfrx44WjovOlThFIm,drift phonk
dioronabeat,68Aso1uN58uSxsDqFjbZzG,
Maestro,1HD6q5dxREv64GOc3H7vBs,
тима ищет свет,4MbtAJqaqDuPTAan7bI736,"russian alt pop, russian emo"
Lou Bega,46lnlnlU0dXTDpoAUmH6Qx,latin pop
Jive Bunny and the Mastermixers,4GzIiGnHYrOnq2LUiD6zdo,novelty
Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,"alt z, canadian contemporary r&b, canadian pop, pop"
Marie Dahlstrom,49NfOTfSPhrb0sJBVYS1iM,"alternative r&b, chill r&b, indie r&b, neo r&b, uk contemporary r&b"
Bella Boo,1Rwokb27xxRMZC0zWA8i6C,"float house, swedish electronic, swedish house"
Rufi-O,5GKakcgOxfujEnTZOffcRn,"lo-fi chill, sad lo-fi"
Gill Chang,7p24N1hqcZaGRNmaYMCTjx,"future bass, indie electropop, pop edm, vapor twitch"
frad,1XLYJ9VzlgEpBdlkC4MhOL,anime lo-fi
luvwn,7nVUUnsqtNsHsClBi5gPwl,
Tundra Beats,5j4yh8KxZ3yfg1cHsD24qD,lo-fi beats
Leavv,7sNw4pNLLJNGrU62O80WGE,"chillhop, lo-fi beats"
Flight Facilities,1lc8mnyGrCLtPhCoWjRxjM,"alternative dance, aussietronica, australian dance, australian indie, indie soul, nu disco"
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,"lgbtq+ hip hop, pop"
Matt Elliott,0559tR6WyukLWH68JIGBuC,"bristol indie, dark jazz"
SuiSai,5WuGPOvBXAkXHFdNqI0Eqg,emo rap
9infidell,5xJrYLuOHgfo3XaSGrOcBO,
lungskull,2wvTwsc93H5xfsHE6QK1nl,"glitchcore, sigilkore"
d0llywood1,2KZogWZPYcACVe4NK80dmc,"glitchcore, hyperpop, sigilkore"
Shook Naim,0UmWLn3K0NrEM8T9zoJovx,
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,"alternative rock, double drumming, indie pop, indie rock, modern rock, rock, washington indie"
GZA,6ns6XAOsw4B0nDUIovAOUO,"alternative hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,"alternative hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap, southern hip hop"
REDZED,3FCo1sUkVbwKnO2m0Z7Bp9,"czsk hip hop, dark trap"
itssvd,5yaF4LUw7ON1RmE4O8Q03C,"lo-fi chill, sad lo-fi, sad rap"
Cheriimoya,3RbuVoer2pZlqAXI73ElhX,sad lo-fi
Unaverage Gang,7cG98wfpXvT5BwGU85RaOA,dark trap
lostmp3,1NG3Xxn4X0EypnH61UHrgp,
Prompto,55l8XOO8frgVTbpedazbWo,"aesthetic rap, dark trap, meme rap, sad lo-fi"
Fahda Mohamed,4VfWZbve2pnVwUYQ11EdU4,
Mothership Queen,3K5F03FgNYI5w8cZcqqz0n,
Astro.Not,2iEiuAf6GeqHMGADH76YPS,
Liam Oliver,28WPQ4pF4jkxL3vkjsKeoC,
Isaques Blues,3w04ME5pSiFF5LK1SB2ea0,
Taylor Stephens,49Cmx1Yp6lQrseq3v712Kc,
Jenna Talenti,2TxLRhRwH3hU4CVooipJbo,
Jasmine Bordeaux,5kxIHAETC8i2dwHZOASyVD,
Mikkel Boyer,1HhdV78nBxhhXAnJKVDEu8,
Starry Cat,7lKlhPmLxToffa6icA7vk3,"anti-folk, indie garage rock, lo-fi, lo-fi indie, small room"
Wishing,4SPlQqq2yxd4ynKRnkWqy7,"lo-fi indie, small room"
FROMTHEHEART,72bOzRJAiKDKqDmltn7uze,"glitchcore, hyperpop"
Trapcøde,1aK53FlTddj3vJOhRw5YAB,
Mag.Lo,4pRlsLqOBsPKbTr4aSAe2y,nerdcore
HOME,2exebQUDoIoT0dXA8BcN1P,future funk
Shinjuku Mad,1VP0RDbknfUwioX3DIx4h6,canadian post-punk
Chernoburkv,1zcTcHOp1uK94S5DZsMsM8,"russian witch house, witch house"
Still Woozy,4iMO20EPodreIaEl8qW66y,"bedroom pop, oakland indie"
Scrimz,5VKvqCyBxqbaXUp8eK0aUy,"dark trap, underground hip hop"
American Beauty,3JEsYRqmy7WSEh3BHmv0zC,"alternative emo, midwest emo"
Scott Bradlee's Postmodern Jukebox,5HYNPEO2NNBONQkp3Mvwvc,"jazz cover, swing"
Kota.,2AfU5LYBVCiCtuCCfM7uVX,"hip hop, rap, underground hip hop"
DeRay,0kBk1XTLVxtEcg0lHS6G55,
Vaporplaid,0vtFP9HM4X74BowUVe2nXb,
Power Supply,6iNttQbSgR8q6KJA5PqLMT,"bass music, miami bass"
Bass Boosted Beats,2uKdaXgrMhFmogK0VNBeYM,bass music
Future,1RyvyyTE3xzB2ZywiAwp0i,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap"
Jisatsu,0T1Ope3kfLPZQ6l715wc34,anime lo-fi
Silk City,2X97ZAqRKRMYFIDqtvGgGc,edm
Jack Ü,1HxJeLhIuegM3KgvPn8sTa,"edm, electro house, pop dance"
Diplo,5fMUXHkw8R8eOP2RNVYEZX,"dance pop, edm, electro house, house, moombahton, ninja, pop, pop dance, tropical house"
Kodomo,57BliIwnAIqKeI4dbAWwaU,space ambient
Jez Dior,2tmWjaROlvLpahIZcvPLwi,"indie pop rap, pop rap"
State Champs,1qqdO7xMptucPDMopsOdkr,"anthem emo, pixie, pop punk"
Tiny Little Houses,2DzfwBlRGSLXCXgAKN6EFv,"australian garage punk, australian indie"
ZillaKami,4G1zP5i0r57g1c1CxrPhfM,"dark trap, underground hip hop"
yuragi,1Ksf2sRoSTPdLYbGxJ9oms,japanese shoegaze
WEB,6aIm51fHkokqlJn2vzNTH8,"baton rouge rap, crunk, deep southern trap, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap"
Dream Wonderland,2FQzApUKsaETAB1fmHHtqd,rain
Concrete Showers,5YQhqhDsViXtCSsVxVYuuM,rain
The Mist,5fsQWVVg6dLqhbuKcvroor,rain
El Hacedor de Lluvia,1P1gBxr2gM3mRZ7viD20tl,rain
8k Sound Library,6sRNUITxFooMYE0SjJU4Wf,rain
Aqualogic,4LiP2v7wfqtd3lLZta08UP,rain
Nue,347cjywtc77d0NSfzullDJ,"corrido, nuevo regional mexicano, regional mexican"
Regen Man,6ATLDcObmCv5mMiJoInxsA,rain
Natures DNA,1fNJuyfwMNI97MaQuH7azB,rain
The Sleep & Focus Group,1yo94DHAgjAgdDZg3gc8af,rain
Royal Rain,2C32BFATM0fyN4FFTl3fHe,rain
Equatorial Forest,7JplVdPK4mwcGLbcWKY8Nf,water
Imbrem,2NwQO9olQpc9mgrJher6rV,rain
EXO,3cjEqqelV9zb4BYE3qDQ4O,"k-pop, k-pop boy group"
Million Drops,5YAVAS1dk0z1XUMEhgblwD,rain
HD Rain and Water,3daevVTaElLubCKe7p3DTf,rain
Goddess Of Nature,1J5y2B0ZQeb4kC6LXIrH8X,
Wet Forest,0yYHxGvTufoACTinBREEXT,rain
lumen,6wtLDIGKKFNj1SgEJgkfVu,rain
Nature Recordings,4xE3NbWDeC7BEIlzQIjG5H,"rain, sound"
X.L.T,5XmANDHn1nUVL3rVyohz9t,rain
Thunder In Paradise,2oWN3OXJUk1mh7CAhkJeqX,
Bibula,1KxJnRAxBzshncVMcGKtHZ,rain
Dreamsound,3Ck26BVvvBgOPbjvkO9b3g,"rain, white noise"
Sleepy Mood,3HkwYBXLxmRKfWOkaknVQ7,
Amazing Rain,49mn116HRq75cnUE2Mhs1X,
"Sleep, Study, Focus",1KLREyUk3MawnpXeaicU5J,rain
Rainded,0fHeyixPnac66k5oBPclVW,
LBE Nature Recordings,2rujgIBrLOHJ64leeafdmz,rain
pluvia,2L0WmgzvOHv3xAbc3NY3K6,"environmental, rain"
Meryl Stream,7wU4Xw4xqmBzfy2TIej8qa,
Mindful Measures,4DYgl2qzOphoG3p9gZNluF,rain
rainstantly,3NXDhMusg4ceknkaxvLxAQ,
Relaxcation,1Iww3Y4gDbNvjkqnjUzIZu,rain
Naturen,3ajIuyxPMn88QDy3p6P6FB,rain
Sams Sampling,0l3BC2nHquksROX70Y9c8S,
The Nature Soundscapes,02EkiP3hYgkSISBAS0nfjG,"rain, sound"
The Stormwater,01c7DohUs02BwUDAyxzTUU,rain
Factorial FX,16weRDppbG11cOcQQtKjFu,"rain, sound"
Millionen Tropfen,1vonqrJbq5LvjugdJ8GMC7,rain
Rain Games,4rXhSiaGuJVQW3ruOywptk,rain
The Black Queen,3j2DZTwQle72CWyB19B5Mq,la indie
NVM,5vf2wspF7dOG6RmqqdZiiJ,
Polyenso,3CLxkDhrB2fgk9OoJtBxl9,"dreamo, progressive post-hardcore, st petersburg fl indie"
Creeks,13vBzl5RhtEkQiTYCFgWaA,
Kraus,5J6L7N6B4nI1M5cwa29mQG,"bluegrass, folk, lilith, mellow gold, progressive bluegrass"
Rocci,7JuMRNIHpmyFPoihd7NB7T,
4ria,60UeFTylQQsABCEroZyPia,
Cemetery Drive,3HLk3BmmhoWCbL1mVP70vx,"dark trap, lo-fi rap, meme rap"
Pastel Ghost,06O23tLg0or676h8EEzH7W,dark synthpop
chouchou merged syrups.,1rMlvq1rWmYdg0lzZcf7G0,japanese math rock
Mayten,6z0p23eL7NRWr28RjgnYV3,
Triathalon,2SaIA1enj83vEmJikZdjQ3,indie garage rock
Big Mouth & The Power Tool Horns,1cAf2EoQNHjWYhosrutRdo,
Boulevard Depo,7dH8w9flSy9w81ilr0xXWe,"russian hip hop, russian trap"
Yennu Ariendra,4k01UHAnX9skbKaqYpD2nt,indonesian experimental
Panopticon,2Mz5qpR3WxbcBwZBsmraWE,"atmospheric black metal, autonomous black metal, bosnian electronic, chaotic black metal, folk black metal, forest black metal, kentucky metal, post-doom metal, post-metal, usbm, voidgaze"
Enigma,3441uYrkzgTWwjXLd13R0U,"corrido, corridos alternativos, norteno, nuevo regional mexicano, regional mexican"
Andrew Prahlow,0z4uBJEzO1dJy57Qk5UYt8,video game music
Big Black Delta,2TXpVEw5FbzDh93tLoDm0i,shimmer pop
Hydromag,1qz9OOzWEmhkWVdPaAdtBa,cornwall indie
Inner Circle,5os0Ltvz8Q8BvXOPOd1frx,"reggae, reggae fusion, roots reggae"
Begotten,1bQRTGYikcpW5lu4HsTCYI,"canadian black metal, depressive black metal"
Saor,4xMe6s0HgL2CSpUpJO5bd6,kayokyoku
Whoredom Rife,5BPuwHD7jA85XePrEFUIIk,"atmospheric black metal, chaotic black metal, cosmic black metal, dark black metal, norwegian black metal, pagan black metal, voidgaze"
Ne Obliviscaris,5kbidtcpyRRMdAQUnI1BG4,"australian metal, avant-garde metal"
Hidden Mothers,4ngzSYix3OAL3ph7OjDXzn,
Blut Aus Nord,0c0xIXQhCbmtvzM93liaSf,"atmospheric black metal, avant-garde black metal, black metal, blackgaze, cosmic black metal, drone metal, french black metal, french metal, post-doom metal, post-metal, voidgaze"
Russian Circles,0AZ3VR0YbFcS0Kgei7L2QF,"american post-rock, instrumental rock, post-metal, post-rock"
...And Oceans,0rWmH68lIyVOGYhhvayFzu,"black metal, finnish metal, industrial black metal, symphonic black metal"
Giles Corey,6mkkQ4HQo21YZRKw3tRQSv,"dark folk, lo-fi indie"
The Woodlands,3uitNL8cJAFwhKlDO762Gx,pop folk
Lori McKenna,1OV5mEATxtVma7fleFaUyl,"boston folk, folk, indie folk, lilith, modern folk rock, new americana, new england americana, roots rock"
Tré Burt,5e5Zm5z8OPycf55hgDxKIc,"alternative country, black americana, deep new americana, indie folk, new americana, western americana"
Craig Cardiff,2VMxEtyyo7Jg3jmVDQPHwx,"canadian indie, canadian singer-songwriter, deep new americana, indie folk"
John Smith,56GNqAFg9wJNTwcHsJhyS2,"british singer-songwriter, indie folk, liverpool indie, new americana"
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,"folk-pop, indie folk, indiecoustica, new americana, stomp and holler"
Au/Ra,1eMmoIprPDWeFdB1FxU6ZV,"alt z, deep pop edm, electropop, indie poptimism, pop"
Good Knight Productions,1LgVvBvmQm48GExZDH322C,"otacore, scorecore"
Lustre,0kcwQz8MibbVtQKuXJuBym,"ambient black metal, atmospheric black metal, autonomous black metal, cosmic black metal, instrumental black metal, post-black metal, swedish black metal"
SeZon,5i9SDkmYyD50mGpRByb6pF,
Alexis Marshall,3LWd0AXTUoiJeBTM0DOLhM,
Mari Cafferty,66CQACp5epB3rPvytNEoVU,
Mark Petrie,1JmpYoOoDOGPw3uUyqj9m6,epicore
Camarata Chorus and Orchestra,0iwhPeDYMRoXZYNvY8c4C9,
Midwest Boyz,0YGr9Pil2HxHdSHdagIvlg,
Early Eyes,5Vd6nIpBPLzJDQDcvILQu4,minneapolis indie
Huron John,3CfbFUXY5EE7NmKE4n1Q3v,"bedroom pop, modern alternative pop"
benches,62U36LEen0wpm8L5q68iVu,indie garage rock
Swans,79S80ZWgVhIPMCHuvl6SkA,"alternative rock, art pop, art rock, dream pop, experimental, experimental rock, freak folk, indie rock, industrial, industrial rock, no wave, noise rock, post-punk, post-rock"
Caspian,4SXj7TVoA3bgfR8AVssACa,"american post-rock, boston rock, compositional ambient, instrumental post-rock, post-rock"
Lewis Watson,40ELTAg7Kg6vbWnlyx2n9R,"indie anthem-folk, indie folk, oxford indie"
Memorial,1ql8GAa7a8Ur8x6evYipAc,
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,"baroque pop, chamber pop, freak folk, indie folk, singer-songwriter"
Kodaline,4BxCuXFJrSWGi1KHcVqaU4,"irish pop, modern rock, pop, pop rock"
Steve Lacy,57vWImR43h4CaDao012Ofp,afrofuturism
Porch Music,6JC6hOs9g6xDCXLhXuMzUY,
Far Caspian,0EzsHuJxUDcfqSqvoPhKG4,leeds indie
Father John Misty,2kGBy2WHvF0VdZyqiVCkDT,"art pop, chamber pop, indie folk, indie pop, indie rock, stomp and holler"
Jome,4rUMcxwZhidyj6FTbMSXse,"folk-pop, indie electropop"
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,"indie folk, modern rock, stomp and holler"
Maria Kelly,15MkO1zSQcHtjObfkiEUaV,irish singer-songwriter
Harmless,5dYGaoCO0iaUZKfl9K8Gtd,modern dream pop
Bleachers,2eam0iDomRHGBypaDQLwWI,"double drumming, indie pop, indie poptimism, modern alternative rock, modern rock, pop rock"
Vance Joy,10exVja0key0uqUkk6LJRT,"folk-pop, modern rock, pop, pop rock"
Molly Payton,6mbzLeDgokrXD05pj6kf0N,nz indie
Daughter,46CitWgnWrvF9t70C2p1Me,"art pop, shimmer pop"
Big Red Machine,7gXy60xRcwYujBFoYHnR2O,"eau claire indie, folktronica, indie folk, indie pop"
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,"chamber pop, double drumming, indie folk, la indie, modern rock, stomp and holler"
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"pop, uk pop"
gigi,3FVGHhoCQxw0fmNhRMhmOT,"bedroom pop, pop"
Andy Shauf,5mFKYdmiYwNJTDtSzgFyQx,"canadian indie folk, chamber pop, freak folk, indie folk, indie pop, indie rock, saskatchewan indie"
Maisie Peters,2RVvqRBon9NgaGXKfywDSs,"alt z, electropop, indie pop, pop, uk pop"
Tommy Ashby,7y1RS42LqlRYnpONXTjN3t,modern indie folk
Bombay Bicycle Club,3pTE9iaJTkWns3mxpNQlJV,"alternative dance, british indie rock, chamber pop, indie rock, indietronica, modern rock, new rave, stomp and holler"
Billie Marten,02YLJJnWC7YQVixkjEBRn7,"art pop, british singer-songwriter, indie anthem-folk, indie folk, indie pop"
NIGHT FLIGHT,2nMtboATQpmDWebmKRsqpE,
Bess Atwell,6Pim5E5Lm03COsjHj2aEiK,"british singer-songwriter, chamber pop, chamber psych, indie folk, modern indie folk"
Neil Young,6v8FB84lnmJs434UJf2Mrm,"album rock, canadian singer-songwriter, classic canadian rock, classic rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter"
Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,"indie pop, pop"
DOPE LEMON,7oZLKL1GjYiaAgssXsLmW8,indie soul
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,"folk-pop, modern rock, neo-singer-songwriter, pop, pop rock"
Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr,"australian indie folk, indie folk"
Fenne Lily,7iPH2BRBF9wKa6ljxvdext,"bristol indie, british singer-songwriter, chamber pop, indie folk, indie pop"
Zeph,502gYHkFCtLzBIcU4ctPLd,"gen z singer-songwriter, indie pop"
afternoon bike ride,1iXLcpr2SlUwrU2oCP8nI9,
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,"modern folk rock, modern rock, pop rock, stomp and holler, uk americana"
Lucy Rose,2uvY5pgdD9t1CZ5zMNw1rl,"ambient folk, british singer-songwriter, indie folk"
THE ANXIETY,64H8UqGLbJFHwKtGxiV8OP,modern alternative pop
A Great Big World,5xKp3UyavIBUsGy3DQdXeF,"modern rock, neo mellow, piano rock, pop, pop rock, viral pop"
Big Problem Rockers,5N77TI8tBMLPPZbqb9q0j2,
Howe Gelb,2oAKV8mT3NB1hZbGbGcdYB,tucson indie
Jim White,3Rdkj77BOQHj5dTLveCJvI,"alternative country, gothic americana, roots rock"
Janne Schra,7IGk0iXhaPjqvQF4Zi2R2K,"dutch indie, dutch pop, dutch rock"
Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,"art pop, experimental folk, indie pop"
Mount Eerie,4Sw0SFu1fFdYXdAEVdrqnO,"alternative rock, anti-folk, art pop, chamber pop, dream pop, freak folk, indie rock, lo-fi, melancholia, post-rock, washington indie"
Caroline Polachek,4Ge8xMJNwt6EEXOzVXju9a,"art pop, dance pop, electropop, escape room, hyperpop, indie pop, indietronica, pop"
Porches,2JzhQYGos3RqV7MT5fWeek,"art pop, chillwave, indie pop"
Sibylle Baier,2ckfYpz65ZueWZa2dB6yXC,"art pop, freak folk"
Cochise,46HzS7yz0c9udVwtbHk1sx,"plugg, pluggnb"
Johannes Brahms,5wTAi7QkpP6kp8a54lmTOq,"classical, german romanticism, late romantic era"
Charles Bradley,462T0buQ5ScBUQCRpodDRf,"funk, soul"
Poshlaya Molly,0xByDfltDVpk6LDsUMHyI2,"russian alt pop, russian electronic"
Suckerpunk,2L8M2YfSc8u0pqdWmWwjhe,
A. G. Cook,335TWGWGFan4vaacJzSiU8,"art pop, deconstructed club, electropop, escape room, hyperpop"
Parv0,7iiuplNGW0mFdUUNnriQG9,
Who Boy,52FotRaJbM9Kepqe2mTNvR,
